district,datetime,temperature_c,wind_speed_ms,humidity,barometric_pressure,visibility_km,weather,risk_score,risk_level,primary_risk_factor,all_risk_factors,district_category,category_multiplier,infrastructure_feeders,infrastructure_substations,at_risk_assets,emergency_contact,operational_recommendations
raichur,2025-09-02 05:30:00,25.0,2.0,0.8,1.004,4.0,Passing clouds.,4.12,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-931-416-6465,Continue normal monitoring
raichur,2025-09-02 08:30:00,27.0,2.0,0.75,1.006,10.0,Overcast.,3.84,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-996-961-8407,Continue normal monitoring
raichur,2025-09-02 11:30:00,29.0,3.0,0.66,1.005,10.0,Overcast.,3.49,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-871-160-6704,Continue normal monitoring
raichur,2025-09-02 14:30:00,30.0,3.0,0.63,1.003,10.0,Overcast.,3.37,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-972-887-1426,Continue normal monitoring
raichur,2025-09-02 17:30:00,30.0,3.0,0.67,1.002,4.0,Overcast.,3.53,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-942-887-6440,Continue normal monitoring
raichur,2025-09-02 20:30:00,25.0,1.0,0.95,1.005,2.0,Rain. Overcast.,5.06,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-815-190-4239,Deploy emergency crews • Pre-position equipment
raichur,2025-09-02 23:30:00,25.0,1.0,0.88,1.006,4.0,Overcast.,4.58,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-820-743-9225,Continue normal monitoring
raichur,2025-09-03 02:30:00,25.0,1.0,0.88,1.004,4.0,Passing clouds.,4.58,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-855-864-1172,Continue normal monitoring
raichur,2025-09-03 05:30:00,24.0,2.0,0.88,1.004,4.0,Passing clouds.,4.62,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-931-206-8349,Continue normal monitoring
raichur,2025-09-03 08:30:00,26.0,2.0,0.84,1.007,10.0,Overcast.,4.37,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-860-125-1952,Continue normal monitoring
raichur,2025-09-03 11:30:00,28.0,3.0,0.7,1.005,10.0,Overcast.,3.67,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-969-812-8279,Continue normal monitoring
raichur,2025-09-03 14:30:00,31.0,3.0,0.61,1.003,10.0,Overcast.,3.29,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-837-607-8631,Continue normal monitoring
raichur,2025-09-03 17:30:00,30.0,2.0,0.62,1.002,10.0,Partly sunny.,3.25,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-862-843-8675,Continue normal monitoring
raichur,2025-09-03 20:30:00,28.0,3.0,0.75,1.004,4.0,Passing clouds.,3.92,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-951-348-5928,Continue normal monitoring
raichur,2025-09-03 23:30:00,27.0,3.0,0.82,1.006,4.0,Passing clouds.,4.32,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-858-732-2998,Continue normal monitoring
raichur,2025-09-04 02:30:00,26.0,3.0,0.81,1.005,4.0,Passing clouds.,4.26,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-802-382-2189,Continue normal monitoring
raichur,2025-09-04 05:30:00,25.0,2.0,0.85,1.006,4.0,Passing clouds.,4.43,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-900-709-4114,Continue normal monitoring
raichur,2025-09-04 08:30:00,26.0,3.0,0.79,1.007,10.0,Partly sunny.,4.14,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-829-235-1624,Continue normal monitoring
raichur,2025-09-04 11:30:00,30.0,2.0,0.58,1.007,10.0,Partly sunny.,3.11,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-934-464-8073,Continue normal monitoring
raichur,2025-09-04 14:30:00,31.0,1.0,0.56,1.003,10.0,Partly sunny.,3.01,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-899-397-5990,Continue normal monitoring
raichur,2025-09-04 17:30:00,31.0,2.0,0.58,1.002,10.0,Partly sunny.,3.11,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-854-832-7052,Continue normal monitoring
raichur,2025-09-04 20:30:00,29.0,2.0,0.72,1.005,4.0,Passing clouds.,3.69,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-887-798-8717,Continue normal monitoring
raichur,2025-09-04 23:30:00,27.0,1.0,0.75,1.007,4.0,Passing clouds.,3.8,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-864-900-6509,Continue normal monitoring
raichur,2025-09-05 02:30:00,25.0,2.0,0.83,1.006,4.0,Passing clouds.,4.3,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-881-693-7438,Continue normal monitoring
raichur,2025-09-05 05:30:00,24.0,2.0,0.83,1.007,4.0,Passing clouds.,4.3,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-989-234-4176,Continue normal monitoring
raichur,2025-09-05 08:30:00,26.0,2.0,0.79,1.009,10.0,Scattered clouds.,4.07,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-964-488-4904,Continue normal monitoring
raichur,2025-09-05 11:30:00,32.0,2.0,0.55,1.008,10.0,Scattered clouds.,3.03,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-812-704-1813,Continue normal monitoring
raichur,2025-09-05 14:30:00,33.0,2.0,0.5,1.005,10.0,Partly sunny.,2.95,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-988-922-9164,Continue normal monitoring
raichur,2025-09-05 17:30:00,32.0,3.0,0.52,1.004,10.0,Scattered clouds.,3.05,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-955-296-9290,Continue normal monitoring
raichur,2025-09-05 20:30:00,30.0,3.0,0.66,1.007,4.0,Passing clouds.,3.49,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-871-190-5584,Continue normal monitoring
raichur,2025-09-05 23:30:00,28.0,1.0,0.69,1.008,4.0,Passing clouds.,3.5,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-930-394-5954,Continue normal monitoring
shivamogga,2025-08-23 02:30:00,22.0,4.0,0.88,1.01,4.0,Passing clouds.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-902-215-9209,Continue normal monitoring
shivamogga,2025-08-23 05:30:00,21.0,4.0,0.88,1.01,4.0,Overcast.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-929-180-2325,Continue normal monitoring
shivamogga,2025-08-23 08:30:00,23.0,3.0,0.88,1.012,4.0,Overcast.,4.17,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-816-322-6826,Continue normal monitoring
shivamogga,2025-08-23 11:30:00,26.0,5.0,0.77,1.01,10.0,Overcast.,3.81,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-980-822-3065,Continue normal monitoring
shivamogga,2025-08-23 14:30:00,28.0,3.0,0.68,1.007,10.0,Partly sunny.,3.21,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-943-842-1710,Continue normal monitoring
shivamogga,2025-08-23 17:30:00,25.0,4.0,0.77,1.008,10.0,Overcast.,3.69,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-838-529-2359,Continue normal monitoring
shivamogga,2025-08-23 20:30:00,23.0,6.0,0.85,1.01,4.0,Passing clouds.,4.37,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-925-409-8955,Continue normal monitoring
shivamogga,2025-08-23 23:30:00,21.0,5.0,0.88,1.012,4.0,Passing clouds.,4.39,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-958-702-7870,Continue normal monitoring
shivamogga,2025-08-24 05:30:00,21.0,5.0,0.91,1.011,4.0,Passing clouds.,4.56,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-834-127-9828,Continue normal monitoring
shivamogga,2025-08-24 08:30:00,23.0,5.0,0.88,1.012,10.0,Partly sunny.,4.39,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-843-219-2295,Continue normal monitoring
shivamogga,2025-08-24 11:30:00,26.0,5.0,0.67,1.01,10.0,Partly sunny.,3.39,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-936-612-7285,Continue normal monitoring
shivamogga,2025-08-24 14:30:00,28.0,4.0,0.59,1.008,10.0,Partly sunny.,3.0,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-877-529-7649,Continue normal monitoring
shivamogga,2025-08-24 17:30:00,27.0,4.0,0.57,1.008,10.0,Partly sunny.,2.95,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-849-232-2632,Continue normal monitoring
shivamogga,2025-08-24 20:30:00,23.0,5.0,0.83,1.011,4.0,Passing clouds.,4.12,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-959-515-1212,Continue normal monitoring
shivamogga,2025-08-24 23:30:00,22.0,3.0,0.86,1.013,4.0,Passing clouds.,4.06,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-842-605-4668,Continue normal monitoring
shivamogga,2025-08-25 02:30:00,22.0,4.0,0.88,1.011,4.0,Passing clouds.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-874-217-4624,Continue normal monitoring
shivamogga,2025-08-25 05:30:00,21.0,4.0,0.9,1.011,4.0,Passing clouds.,4.38,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-875-343-3787,Continue normal monitoring
shivamogga,2025-08-25 08:30:00,22.0,4.0,0.88,1.012,10.0,Partly sunny.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-810-419-8310,Continue normal monitoring
shivamogga,2025-08-25 11:30:00,26.0,5.0,0.68,1.01,10.0,Partly sunny.,3.42,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-982-332-4107,Continue normal monitoring
shivamogga,2025-08-25 14:30:00,28.0,7.0,0.58,1.007,10.0,Overcast.,3.42,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-870-395-9308,Continue normal monitoring
shivamogga,2025-08-25 17:30:00,27.0,3.0,0.56,1.006,10.0,Partly sunny.,2.83,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-843-452-6085,Continue normal monitoring
shivamogga,2025-08-25 23:30:00,22.0,5.0,0.83,1.01,4.0,Passing clouds.,4.12,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-935-922-3847,Continue normal monitoring
shivamogga,2025-08-26 02:30:00,21.0,4.0,0.89,1.009,4.0,Passing clouds.,4.32,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-937-661-2668,Continue normal monitoring
shivamogga,2025-08-26 08:30:00,22.0,4.0,0.88,1.011,10.0,Partly sunny.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-963-511-3435,Continue normal monitoring
shivamogga,2025-08-26 11:30:00,27.0,3.0,0.56,1.006,10.0,Partly sunny.,2.83,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-843-768-8009,Continue normal monitoring
shivamogga,2025-08-26 14:30:00,25.0,5.0,0.73,1.007,10.0,Overcast.,3.63,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-946-210-1738,Continue normal monitoring
shivamogga,2025-08-26 17:30:00,24.0,3.0,0.76,1.008,4.0,Partly sunny.,3.55,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-877-165-3861,Continue normal monitoring
shivamogga,2025-08-26 20:30:00,22.0,4.0,0.88,1.01,4.0,Overcast.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-947-935-3177,Continue normal monitoring
shivamogga,2025-08-26 23:30:00,21.0,4.0,0.88,1.01,4.0,Overcast.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-869-493-9004,Continue normal monitoring
shivamogga,2025-08-27 02:30:00,21.0,4.0,0.9,1.008,4.0,Overcast.,4.38,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-864-715-5605,Continue normal monitoring
shivamogga,2025-08-27 05:30:00,21.0,4.0,0.93,1.008,4.0,Overcast.,4.56,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-919-950-9661,Continue normal monitoring
shivamogga,2025-08-27 08:30:00,22.0,5.0,0.91,1.009,4.0,Low clouds.,4.56,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-836-618-9195,Continue normal monitoring
shivamogga,2025-08-27 11:30:00,24.0,6.0,0.82,1.008,10.0,Overcast.,4.21,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-874-702-1130,Continue normal monitoring
shivamogga,2025-08-27 14:30:00,26.0,4.0,0.76,1.005,10.0,Overcast.,3.65,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-829-321-4010,Continue normal monitoring
shivamogga,2025-08-27 17:30:00,22.0,2.0,0.88,1.006,10.0,Overcast.,4.11,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-962-297-4784,Continue normal monitoring
shivamogga,2025-08-27 20:30:00,21.0,6.0,0.88,1.009,4.0,Overcast.,4.54,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-802-883-8407,Continue normal monitoring
shivamogga,2025-08-27 23:30:00,21.0,5.0,0.91,1.009,4.0,Overcast.,4.56,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-842-936-7231,Continue normal monitoring
shivamogga,2025-08-28 05:30:00,21.0,4.0,0.91,1.007,4.0,Overcast.,4.44,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-868-362-9579,Continue normal monitoring
shivamogga,2025-08-28 08:30:00,22.0,5.0,0.9,1.008,10.0,Overcast.,4.5,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-980-434-7231,Continue normal monitoring
shivamogga,2025-08-28 11:30:00,24.0,4.0,0.82,1.007,10.0,Overcast.,3.94,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-874-296-1768,Continue normal monitoring
shivamogga,2025-08-28 14:30:00,25.0,2.0,0.84,1.004,4.0,Light rain. Overcast.,3.89,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-844-951-5863,Continue normal monitoring
shivamogga,2025-08-28 17:30:00,23.0,2.0,0.85,1.005,4.0,Light rain. Overcast.,3.94,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-851-781-1459,Continue normal monitoring
shivamogga,2025-08-28 20:30:00,22.0,3.0,0.93,1.008,4.0,Drizzle. Low clouds.,4.46,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-924-459-1889,Continue normal monitoring
shivamogga,2025-08-28 23:30:00,22.0,4.0,0.91,1.008,4.0,Passing clouds.,4.44,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-958-545-8884,Continue normal monitoring
shivamogga,2025-08-29 02:30:00,21.0,3.0,0.93,1.006,4.0,Overcast.,4.46,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-834-820-9456,Continue normal monitoring
shivamogga,2025-08-29 05:30:00,21.0,4.0,0.93,1.007,4.0,Passing clouds.,4.56,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-818-839-2030,Continue normal monitoring
shivamogga,2025-08-29 08:30:00,21.0,4.0,0.91,1.009,10.0,Low clouds.,4.44,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-914-417-8416,Continue normal monitoring
shivamogga,2025-08-29 11:30:00,24.0,5.0,0.85,1.007,10.0,Partly sunny.,4.22,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-839-752-6371,Continue normal monitoring
shivamogga,2025-08-29 14:30:00,27.0,8.0,0.66,1.005,10.0,Partly sunny.,3.88,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-995-814-2484,Continue normal monitoring
shivamogga,2025-08-29 17:30:00,25.0,5.0,0.74,1.006,10.0,Overcast.,3.68,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-886-484-4439,Continue normal monitoring
shivamogga,2025-08-29 20:30:00,22.0,3.0,0.88,1.009,4.0,Overcast.,4.17,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-948-203-7614,Continue normal monitoring
shivamogga,2025-08-29 23:30:00,22.0,2.0,0.88,1.01,4.0,Overcast.,4.11,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-883-946-9780,Continue normal monitoring
shivamogga,2025-08-30 02:30:00,22.0,5.0,0.89,1.008,4.0,Overcast.,4.45,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-994-554-1164,Continue normal monitoring
shivamogga,2025-08-30 05:30:00,22.0,3.0,0.9,1.009,4.0,Overcast.,4.29,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-944-166-7845,Continue normal monitoring
shivamogga,2025-08-30 08:30:00,23.0,5.0,0.91,1.01,4.0,Overcast.,4.56,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-833-848-5312,Continue normal monitoring
shivamogga,2025-08-30 11:30:00,26.0,4.0,0.8,1.009,10.0,Partly sunny.,3.84,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-993-146-7606,Continue normal monitoring
shivamogga,2025-08-30 14:30:00,28.0,4.0,0.66,1.006,10.0,Overcast.,3.23,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-938-960-8678,Continue normal monitoring
shivamogga,2025-08-30 17:30:00,27.0,4.0,0.68,1.007,10.0,Partly sunny.,3.3,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-980-446-4179,Continue normal monitoring
shivamogga,2025-08-30 20:30:00,24.0,4.0,0.81,1.01,4.0,Overcast.,3.89,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-885-243-1877,Continue normal monitoring
shivamogga,2025-08-30 23:30:00,23.0,4.0,0.82,1.011,4.0,Overcast.,3.94,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-985-256-4899,Continue normal monitoring
shivamogga,2025-08-31 02:30:00,22.0,3.0,0.83,1.01,4.0,Overcast.,3.9,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-829-977-7175,Continue normal monitoring
shivamogga,2025-08-31 05:30:00,22.0,4.0,0.83,1.01,4.0,Overcast.,3.99,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-845-112-4350,Continue normal monitoring
shivamogga,2025-08-31 08:30:00,23.0,5.0,0.86,1.011,10.0,Overcast.,4.28,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-881-322-4610,Continue normal monitoring
shivamogga,2025-08-31 11:30:00,26.0,6.0,0.7,1.009,10.0,Partly sunny.,3.65,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-947-657-4889,Continue normal monitoring
shivamogga,2025-08-31 14:30:00,25.0,3.0,0.82,1.008,10.0,Overcast.,3.85,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-826-404-7327,Continue normal monitoring
shivamogga,2025-08-31 17:30:00,25.0,7.0,0.81,1.007,10.0,Overcast.,4.34,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-881-568-6138,Continue normal monitoring
shivamogga,2025-08-31 20:30:00,24.0,5.0,0.87,1.009,4.0,Overcast.,4.33,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-985-280-4063,Continue normal monitoring
shivamogga,2025-08-31 23:30:00,23.0,4.0,0.88,1.01,4.0,Passing clouds.,4.27,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-985-825-4014,Continue normal monitoring
shivamogga,2025-09-01 02:30:00,21.0,5.0,0.93,1.008,4.0,Overcast.,4.68,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-909-443-1814,Continue normal monitoring
shivamogga,2025-09-01 05:30:00,21.0,3.0,0.93,1.008,4.0,Overcast.,4.46,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-893-987-5786,Continue normal monitoring
shivamogga,2025-09-01 08:30:00,23.0,3.0,0.9,1.009,10.0,Overcast.,4.29,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-869-356-6415,Continue normal monitoring
shivamogga,2025-09-01 11:30:00,25.0,7.0,0.8,1.008,10.0,Overcast.,4.29,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-902-352-2249,Continue normal monitoring
shivamogga,2025-09-01 14:30:00,27.0,4.0,0.67,1.005,10.0,Overcast.,3.26,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-979-192-6357,Continue normal monitoring
shivamogga,2025-09-01 17:30:00,26.0,7.0,0.69,1.005,10.0,Overcast.,3.79,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-959-428-1421,Continue normal monitoring
shivamogga,2025-09-01 20:30:00,23.0,6.0,0.85,1.008,4.0,Passing clouds.,4.37,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-869-897-4986,Continue normal monitoring
shivamogga,2025-09-01 23:30:00,23.0,6.0,0.87,1.008,4.0,Overcast.,4.48,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-950-388-6173,Continue normal monitoring
shivamogga,2025-09-02 02:30:00,22.0,7.0,0.9,1.007,4.0,Overcast.,4.83,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-846-552-5335,Continue normal monitoring
shivamogga,2025-09-02 05:30:00,21.0,7.0,0.91,1.007,4.0,Overcast.,4.89,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-978-898-7361,Continue normal monitoring
shivamogga,2025-09-02 08:30:00,22.0,5.0,0.9,1.008,10.0,Overcast.,4.5,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-828-766-3294,Continue normal monitoring
shivamogga,2025-09-02 11:30:00,26.0,5.0,0.79,1.007,10.0,Overcast.,3.91,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-926-464-6570,Continue normal monitoring
shivamogga,2025-09-02 14:30:00,26.0,7.0,0.7,1.005,10.0,Overcast.,3.83,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-950-162-1015,Continue normal monitoring
